,Tweet,HS,Abusive
839,"USER Ahok simulut jamban, tokoh yg punya nilai bahasa indonesia dan norma etika 0, tai kucing'",1,1
841,USER USER Apan jir?dahak?KWKWKW TOLOL',1,1
843,"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'",1,1
847,RT USER Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT,1,1
850,USER USER ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1,1
852,"USER Pak USER Muslim selalu mengatakan kebenaran datang dari Allah SWT, yg mana? Muhammad bejad nabi?",1,1
856,USER Apasi anjing lu lebay geblek',1,1
859,"USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya, kalah dong setan iblis.'",1,1
863,"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang, jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik, yakin",1,1
864,USER Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.',1,1
865,USER masi pagu ngajak gelut onta',1,1
872,Pecun.kelas teri nih\xf0\x9f\x98\x80 URL,1,1
876,jongos cina merasa kemerdekaan indonesia cina yang kasih.,1,1
880,USER Pak USER menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris,1,1
882,USER Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',1,1
888,Beriman kepada Allah SWT yang dungu & biadab? Anda mendungukan & membiadabkan bangsa,1,1
891,USER udik udah mendarah daging di kamu',1,1
902,Mobile langend memang babi anjeng xnk kasi naik rank kimakkk team Noob babi bocahh setan',1,1
903,"USER USER Jahahaha cebong kapir alay goblok munafik, jijik banget dah iyuuhhh'",1,1
905,"USER USER yo jual seh koh, matamu ii picek ta ga isa liak tas njlentrek sak taek ndayak ndek tokoku.\ntas kulit lumpia sek kosong, ga pengen tas kulit kadal koh? cocok sama ilatmu.'",1,1
919,USER USER USER USER Ga penting ngpain lu komen. Kan tolol \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
920,"emang udah pada sarap, gapunya rasa peduli sama sekali bgstttttttt'",1,1
922,"Lu yg goblok, lu nnton gak acara ny semalam? Gak ad beliau mengatakan islam fiksi, mana ad bukti video ny? Lu islam atau kafir ? kalau islam kebangetan lu fitnah sesama muslim kalau kafir gue gak heran",1,1
926,USER fiks dia sinting',1,1
928,Mamat tu masuk dalam Van! Celah mana kereta lai rosak tu setan. Dasarrrr',1,1
933,RT USER: USER Manis cuman di awal. Butut Goblog!!!!! #SolerOut #HerjosOut',1,1
935,USER USER USER Udah menghina tapi ngga malu menggunakan fasilitas yg pemerintah bikin! Bani daster ngga tau malu! Ngga punya harga diri makan gaji Dr negara yg Dia hina! Haram! !!',1,1
939,"USER USER Nanti dulu !!!\nEmang anaknya Pepo bisa apa \xe2\x9d\x93 Nampang doang \xe2\x9d\x93\nMo dibawa kemana bangsa ini, mo jadiin foto model \xe2\x9d\x93\xe2\x9d\x93\n\nCebong aja urus, biar ga rewel gini !!\n\n\xf0\x9f\x90\xb8\xf0\x9",1,1
943,"USER Tabayyun sebelum ngomyang..cocot busuk lol dipelihara, memaikan isu SARA kok bangga'",1,1
948,"USER USER Siapa yang bilang jadi kapir emang susah?? Hahaha tuh kan sel2 otak lo blom nyambung juga ya. Susah emang jadi kapir, cebong pula. Orang ngomong kemana dia ngomong kemana, ngatain agama islam aja pake rujukan internasional. Hahaha ma",1,1
951,USER USER USER USER USER USER USER USER USER USER USER USER USER Daripada kau Bodat KOMUNIS TOLOL',1,1
961,"USER Freeport kan memang kontraknya mau habis, jadi biasa aja ga ada yg istimewa. Yg aneh dollar skrg mau tembus 15.000 tapi malah pada mingkem. Memang penjilat kekuasaan menjadi dungu ya tum melihat bobroknya kinerja rezim.'",1,1
962,USER haduh tolol yh pendukung rezim ini yah kaya gini....',1,1
963,USER USER DIKTATOR JOKOWI jongos organisasi jagal manusia NU lagi ngatur siasat kampanye.,1,1
967,USER EH ANJING G USAH BANYAK BACOD LUH. GUE TANTANG DUEL LUH BANGSAD',1,1
970,USER USER Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..',1,1
971,"USER USER Tak baca brita nya..sy kira ni aki"" mngkin dah punya gangguan jiwa.seandai nya nnti 2019 amin kalah.bisa"" nanti malaikat di bilang kafir dan pro aseng.kasian malaikat,gk ngerti urusan capres tp di bawa"" ma aki"" gila.'",1,1
972,"USER USER USER USER USER USER Ngoaaahahaaa saking kejang kejang nya si bani kuda wowok bin onta, sampai ga baca tulisan gue ..... ibu kau msh selingkuh dgn kuda wowok tuh.... ngoaaahahaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa",1,1
975,USER MAMPUS W MAMPUS YUGI MAMPUS LO ONTA ARAB',1,1
978,USER USER USER USER Ketahuan kan akhirnya...ngaku sendiri maksa org dipenjara.. Bajingan berkedok agama,1,1
981,USER USER USER USER Yg dongo elu bong.. Yg kampret juga elu kalabong.. Jd ngapain marah2... Dan siapa juga yg nyuruh elu ladenin...elu aja baru netas.. Bong bong',1,1
982,"Pndukung Prabowo spt ARB, SDA adl org2 bejad tabiatnya kasar termasuk org ini &gt;&gt; USER'",1,1
986,"USER ""BACOT LO. ALBUM-ALBUM GUE, BELINYA JUGA PAKE DUIT GUE. GA NGERUGIIN EMAK BAPAK LO INI \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91""\n\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\nAkibat terlalu sering diceramahin beli album'",1,1
989,USER nga usah ngomong luh geblek!!',1,1
995,"USER Pak USER secepatnya Islam dinyatakan sesat dan menyesatkan, tidak perlu lagi ada bank syariah",1,1
998,"USER Ikutan aja lu, kampret.'",1,1
1001,USER USER USER USER USER &lt;strong&gt;DASAR CEBONG DUNGU 7 TURUNAN&lt;/strong&gt;',1,1
1006,Jangan serahkan nasib Bangsa ini kepada orang-orang yg mengabdi (meng-kacungkan diri) ke cukong-cukong aseng pengkhianat NKRI yg jadi pemodal dana kampanye mereka.\n\n#2019GantiPresiden',1,1
1009,USER USER Karena partaimu pdip itu bajingan',1,1
1010,Kaum 1/2 kapir dengan #OtakJunkFood nya masih berkelit mencatut islam dg kegiatan2 yang merusak aqidah islam',1,1
1013,"USER USER USER USER USER USER USER Alaaaahhhhh, omongan cebong mah udah ketauan kemana arahnya... Mau pakek tol kelok 1000 pun tetep... Ga usah sok2 Islam lu bong!!!'",1,1
1014,Anda mendungukan & membiadabkan bangsa mengajak menyembah-nyembah Allah SWT dungu dan biadab,1,1
1017,USER USER Binatang terkutuk',1,1
1018,"USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Bilangnya anti ASING, ASENG, ASONG dan KOFAR, KAFIR, KAMPRETTTT.Ternyata manusia MUNA... semua kalian,USER doyan juga rupanya sama ASENG sampe import bawang puti",1,1
1022,USER USER dasar tolol.',1,1
1023,"USER Masih lebih terhormat pelacur dari pade lo iblis betina kerjanya hanya nyebarin HOAX, nista amat sih hidup lo'",1,1
1024,"USER USER USER Ditanya siapa gantinya presiden, celeng lansung klojota\nGak salah rockygering bilang celeng dungu stabil.'",1,1
1033,USER USER Bangke luh...',1,1
1035,"USER Giliran disodorin fakta yg ada,cebong pd mingkem...ttep aja bgi cebong mau die sengsara jg dkung Dilan.otaknya udh terkontaminasi...gc bisa mikir waras'",1,1
1039,USER klo mmang benar dngan smua ini &amp; tanpa adanya hukuman buat si Bangke keturunan Babi keparat ini. Cukuplah sudah penderitaan yg di alami Rakyat indonesia (Nusantara yg di dlmnya bahasa adat istiadat budaya ras agama suku dll)\n_Pemimpin a,1,1
1040,"USER Cebong udah girang, pdhl di kibulin, najis lo bong mata lo pd picek..'",1,1
1048,USER USER USER Mana sangup dia nangkep. Yg jadi presiden cuma petugas partai. Junjunan mangkrak ya jinjingan bloon',1,1
1050,USER USER USER udehh tau junjungan cebong itu licik..yaa kok pada mau menghamba ama tukang ngibul..',1,1
1054,"Mau mulai FuBu-an tuh, pelajari dulu calon partnernya. Jgn langsung hajar. Pake analisa SWOT. Pelajari strengthnya apa, weaknessnya apa, opportunity kyk gimana &amp; threat dr sebahaya apa. Logic dikit. Jgn gara2 disyerpik, begitu ketemu langsung sikat. Kalo dia psyco, mampus l",1,1
1058,"USER USER Kecoak mulai ngomong g jelas juntrungannya, ya gw tinggal, gak mutu ngomong sama orang dungu kayak ente'",1,1
1062,BODO AMAT BNGS GUE LAGI UAS URL,1,1
1067,USER USER jyjyk kau maho',1,1
1071,USER USER USER Dasar celeng :)',1,1
1076,"USER Maling teriak maling, Kafir teriak kafir, biaSanya orang2 kayak gtu waktu lahirnya cmpur TAI...!'",1,1
1077,Si anak kampang muncul di twitter USER',1,1
1078,USER USER APA-APAAN BAPAKNYA SI KA COCOT SITOHANG',1,1
1081,USER karena kamu kayak kntl',1,1
1084,"Nabi Adam itu Fiksi; Nabi Ibrahim itu Fiksi; Nabi Musa itu Fiksi; Nabi Nuh itu Fiksi; Nabi Isa itu Fiksi; ; Dan para ulama jadi kelihatan dungu utk memperingati Nuzul Quran tiap tahun, jk mengikuti logika USER",1,1
1085,"Apalagi teriak Allah hu Barbar, rusak telinga Bung Fahri, kapan diskusi Buang Islam di DPR?",1,1
1086,USER USER USER USER USER USER Kkkkkkkkkkkkkk; Bong200 koq sama sprti junjunganmu sdh dungu plonga plongo lagi....; #2019GantiPresiden,1,1
1089,"Ada saatnya kau menyesal bangsad :v \nKarna saya sakit aja ini, saya jadi gak bisa ngapa-ngapain, tunggu aja saya sehat ya lihat apa yang bisa saya lakuin, bangsad kau.'",1,1
1090,USER USER Kafir nyamar. Pemakan babi. Mulut sama dengan junjungannya yang PK di tolak.',1,1
1091,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Eh serius pen muntah beneran tai lo hyung',1,1
1092,USER Mereka sinting ...dan mulai merusak',1,1
1097,"USER kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak, kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadi",1,1
1101,"USER Yang anti kebhinnekaan cebong, yg dituduh ummat islam'",1,1
1103,"Berdalih 4 pilar, MPR dungukan & biadabkan bangsa, dakwah Islam menyeru nyembah2 Allah SWT benci kafir, mecah bangsa",1,1
1104,"USER USER USER USER USER USER USER Kno gw bilang bencong tu hti? Karna ikut makan duit pemerintahan yg sah skrg, tapi mau mengganti dasar Pancasila Negara dgn khilafah, apa gak bencong itu namanya?",1,1
1111,"USER USER key-point : cebong dungu, IQ sekolam, ngeyel ujung2nya balik ke kolam, pokoknya ganti,..trus apa lagi ya?? \xf0\x9f\x98\x82'",1,1
1121,"DPR MPR segera ambil tindakan, PECAT DENGAN TIDAK TERHORMAT Setya Novanto, kami tidak sudi diwakili manusia hina itu!! ttd. RAKYAT INDONESIA",1,1
1122,USER Iya huhu dia tuh orangnya emang rada udik ngeliat sesuatu langsuh WAAH WAAH WAAH \xf0\x9f\x98\x82\xf0\x9f\x98\x82 kayanya peru buat kompilasi dia bilang waaah waah',1,1
1123,"USER USER USER USER USER Lu yg lebih dongo, suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik'",1,1
1124,USER Cewek lo maho.',1,1
1135,"USER Ini rezim sensasional, tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi, berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara .\xf0\x9f\x99\x8f'",1,1
1136,"Sebelum Tentara Saudi Tiba di Suriah, ISIS BANCI LARI ke Libya URL URL",1,1
1147,USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??',1,1
1151,"aq paham skrg knp pemerintah pusat terkesan spt membiarkan ASU dgn segala progran2 bego progresifnya, taunya yaa biar masyarakat bisa nilai sendiri n pasti program2 itu ancur2 sendiri kok, ya namanya juga ASU, emang bisa apa selain pose elang ngepet.. URL",1,1
1157,"USER USER kaum cebong dungu, saham itu soal pengambilan keputusan mayoritas, bukan dapat keuntungan lebih banyak..\nemangnya siapa yg gaji pekerja, yg punya alatnya,? semua dari freeport..'",1,1
1160,USER USER USER USER lu bacot',1,1
1168,USER Asli bego gak kelar2 nih partai. Kualitas kayak gini disebut partai Allah. Ckckck.. Begonya lagi bani micin masih setia aja mendukung bosnya jadi capres. Dumbception..',1,1
1178,USER USER Sampean sarap ya..kl impor pswat terbg gak pa2.. ini impor garam. Gk kebayang indonesia yg isinya garam semua kok garam jgdiimpor ...dasar otak ente ampu kaki',1,1
1189,USER USER USER Bukan milik kampret bodoh pastinya..ga sampe otaknya kampret',1,1
1194,"Gw juga ngimpi SENTILIN BIJI BABI AHOK, pcetar Pcetar, langsung kejang2 die, ngadu ke Jkw, Jkw: makanye sunat dulu, bru NGOMONG Almaidah.",1,1
1197,USER Wkwkwkwk mampus luh',1,1
1199,USER USER USER Bodat KOMUNIS piaraan CINA LOLENG kau',1,1
1206,USER Promosi bani kampret',1,1
1220,USER USER buta ya om',1,1
1222,USER USER USER USER USER BACA MULAI DARI JUDULNYE NYET BIAR GK JADI DOMBA IDIOT!!!',1,1
1227,USER USER Fitnah makanan elo nih akun sampah..,1,1
1228,"USER Luh anak monyet ,sllu bawa2 agama ,kalo bicara politik harus tau wawasan .wwsn luh dangkal jdi kalo di sosmed luh bcranya sektariannizrm - pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong .makar .wong panglima gatot ajah .gak ada kaitanny",1,1
1242,RT USER: Pe Ka eS lagiiiii...!!! USER gitu lho... Partai Kampret Sejati URL,1,1
1243,USER namanya juga cari nafkah bangsad',1,1
1244,USER USER Setuju pakek banget... \n\n~ Sekjen PCN (Partai Cocot Nusantara)',1,1
1247,Keparat bener org macam mantan gue itu',1,1
1251,USER Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah',1,1
1254,"RT USER: USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipreside\xe2\x80\xa6""",1,1
1259,USER USER replyan gue ga dibalas mulu dasar onta cebong',1,1
1261,Orang punya saksi anjing dikasus babi.. Tolol URL,1,1
1264,ANJING GOBLOG SETAN BANGSAT!!!!!!!!!!',1,1
1269,"Ahokers 11,12 = Jokowers Mereka Semakin KESURUPAN Rakus 2 periode ?? Krn itu #2019GantiPresiden Bergerak...",1,1
1270,20.3 kb/s. Koneksi bangsad-_-',1,1
1272,KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...',1,1
1274,USER USER Ganti Presiden Endasmu atos....jangan ngumbar cocot he...goblog....',1,1
1276,USER Males gua bacanya onta',1,1
1279,Detik ini juga membuktikan\nLu lelaki BAJINGAN',1,1
1285,Bandung udah ga butuh event2 tiap weekend atau tiap tanggal merah. Macet bangsad',1,1
1286,RT USER presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,1,1
1291,bising betul cina cina ni \xf0\x9f\x99\x84',1,1
1295,USER WONG EDAN KOE',1,1
1299,"Setiap kritik ke jokowi pasti dianggap nyinyir ama bani kolam.\n\nMau mrk, itu kritik lalu diujungnya hrs dukung 2 periode.\n\nLo kritik tp gak dukung, artinya nyinyir dan itu haram. Begitu definisi kritik ala cebi.\n\nDan nalarpun rusak parah....'",1,1
1304,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER GAUSAH DIBALIK ONTA',1,1
1308,"USER USER Emang dia mah gitu, sudah terkutuk bry'",1,1
1312,USER Nyatanya rakyat makin susah menteri perek daya beli hancur USER setan iblis tukang tipu',1,1
1317,USER spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,1,1
1320,Najis bgt erel bencong',1,1
1322,USER Kok bs gitu sih asu bgt paypal :(',1,1
1339,sumpah subjek ni byk gila babi',1,1
1340,"USER Jangan mau sama eto, homo dia'",1,1
1351,"USER USER USER USER USER USER Jgn besar-besar kan si idiot itu, nanti dia jumawa, toh dia menang kemaren itu kita sama-sama tahu #2019GantiPresiden'",1,1
1356,USER Orangan mancam ente gak di perlukan di negeri ini GEDONGAN gede dongo ngawur',1,1
1358,"USER Yg makar omonganmu zon suka adu domba dan bawa nama islam ,agama pegangan hidup seseorang jgn sok suci kamu zon lambemu ndoweh banyak bacot'",1,1
1360,USER Bajingan emang indosat -_-',1,1
1363,USER Wisma darulaman. Kerja\xc2\xb2 banci. Lebih politik la\xf0\x9f\x98\x82',1,1
1364,USER balik cepat la setan',1,1
1367,USER Lu maho',1,1
1370,USER Karna si nganu jg sampe skg agamanya msh diragukan tp kalo menurutku sih dia Kapir jg',1,1
1376,USER USER Hmmm saya mencium aroma aroma jablay\n\nPantes ae bangsat yoj pergi lu',1,1
1377,RT USER: DONATUR 212 JADI KORBAN? \n(iya sih dia jadi korban) \nTETAPI korban dari KEBIADABANNYA menipu 86.720 orang yang mau umroh.\nC\xe2\x80\xa6',1,1
1382,"Ajarkan Muslim, agama tak ngajarkan membunuh, agar paham Islam bukan agama, ajaran sesat nyembah2 Allah SWT biadab",1,1
1384,"USER USER Kampungan bgt sih ngomongnya , diatas bahas apa lu jawab apa \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fSorry nga level berdebat ama Lu , Dungu otaknya\xf0\x9f\x91\x8e'",1,1
1395,USER USER Mohon dapat dimaklumi. Bani kodok gampang meriang kurang oxigen kelamaan dicomberan.',1,1
1398,USER USER USER Selamat datang bani kampret',1,1
1399,USER USER USER dimas maho doyan pentil mimi peri',1,1
1412,"USER USER USER sengkuni sekarang sudah jadi tukang ramal lho, dia ramal anies penyelamat bangsa\ncocot e sengkuni kok dipercaya, masuk neraka lo kalau percaya amin rais si tukang ramal'",1,1
1416,USER USER Aku bukan minat pun mail. Tapi looking at whole..Ya dia memang dulunya cheater. Tapi dia da mengaku silap dia and minta maaf. Yg sampah sarap adalah kau . Sshhh',1,1
1419,"USER Dulu waktu kampanye pak jokowi,berkoar2 menjanjikan, tarif listrik gk naik,BBM gk naik,menciptakan 10000 lapangan kerja, tapi nyatanya,,nonsens itu semua,, apa ini yg di bilang gk cacat?????'",1,1
1420,"Ada yg bilang alexis ditutup cukup dengan surat... hehe ketawain aja.. dah baca belum pers rilis dr manajemen alexis.. tp ga apa2 para kampret mah gampang dibegoin, dulu jg pernah bilang ditutup eh msh exis tuh alexis...'",1,1
1422,USER Apa dia pikir korban yg tewas itu bukan orang??\nManusia sontoloyo kayak gini kok bisa jadi anggota Komnas HAM??\nSaya nggak rela uang pajak saya membayar gaji orang goblok yg tdk memiliki empati ini!',1,1
1425,"USER geng messi kntl. tapi rapopo deng, biar #Icardi &amp; #Lautaro cepet nyetel.'",1,1
1427,USER Kelakuan batak kafir itu ya seperti si USER. Suka memecah belah umat.,1,1
1428,namanya jg simpang susun bukan bundaran semanggi. Oom Habib waras? dasar katrok lo Oom.,1,1
1430,Petamina Rugi ; Garuda Rugi ; PLN rugi ; KAI rugi ; Dan banyak lagi BUMN yg harusnya untung malah devisit tapi masih ada pihak yg tanpa sungkan bilang Jokowi presiden hebat. giliran anaknya bisnis pisang goreng omsetnya Triliunan mereka percaya ..dungu ;,1,1
1432,USER Terbukti kan kalo lo cuma modal fitnah??\xf0\x9f\x98\x82\nSemua cebong sama..modal bacot kenceng dan fitnah sana sini tanpa bisa ngebuktiin..lo gak jauh beda sama temen temen lo yg di kolam..\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
1433,"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",1,1
1439,USER USER USER Haha.. sempit banget pikiranmu bang.. cuma ada kampet cebong doang.. kasian saya..',1,1
1446,USER gausah sok cool gitu ngetik jutek. ga cocok udik bgt',1,1
1449,USER USER Di tunggu aksi bela KAFIR hari tanu .,1,1
1450,ngakakkk bgt yg gak kepick ya derita\n\nIce mochi gua\n\nlo gak pantes taken\n\nlo cacad di,1,1
1451,USER Keterlaluan kalo ada manusia yang doyan sama Sontoloyo model ginian',1,1
1454,USER Cebong senior nihh',1,1
1455,USER USER Dulu yg sumbu pendek itu mendukung penista agama Islam dgn al'maidah 51 itu. Kok skrg mencak-mencak dgn kedunguannya.,1,1
1458,USER USER Cebong mana ngerti',1,1
1461,USER USER USER Res.. Res\nCebong klo ga goblok ya bloon res.. Mklumin aje..',1,1
1462,"USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1
1468,"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,1
1469,BIADAB REZIM JOKOWI!!! URL,1,1
1471,USER USER USER USER USER Cebong jangan dinasehati bu... ga mempan ... mempannya diludahi 3x disebelah kiri sambil baca auzubillah',1,1
1474,USER maju lu sini asu URL,1,1
1480,"USER USER USER USER Woy, bos, lo mau bilang apa sih, bahwa krn ada org hina agama lo, trus si brengsek itu tidak bersalah dan boleh dibenarkan tindakannya? Begitu rupanya ajaran kalian, ga heran lo junjung HRS\xf0\x9f\x98\x82'",1,1
1483,USER USER Jomblo jablay kayak perek :)',1,1
1484,Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT,1,1
