Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",0,0,60,abam pres badar n nuqaba pling boekkk dia ni hebat dlm bidang agama x tkut nk tgur member sndiri n selalu wat lawak hambar yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu ,ayah pres badar nuqaba boekkk hebat bidang agama x takut natural killer tegur member lawak hambar lawak orang jom gerak gerakan badan chubby,140
â??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razakâ?? - DS USER #MalaysiaMemilih #HogohUndi,0,0,23, seorang anak pekan telah mengilhamkan dasar ekonomi baru deb dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar beliau adalah allahyarham tun abdul razak ds malaysiamemilih hogohundi,anak pekan mengilhamkan dasar ekonomi deb penggerak utama kemajuan ekonomi bandar beliau allah rahman tun abdul razak ds malaysia memilih hogohundi,147
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",0,0,77, hahaha sialaaan nih si ternyata klo lg laper presiden juga mau disikat sama doi ,haha sialaaan lapar presiden disikat,36
"USER iya, tdi cacad'",0,0,182, iya tdi cacad ,iya cacat,9
"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",0,0,28, aku pernah sempat baca ttg harun yahya ini yg membelot ke kubu yahudi dgn freemasonry nya kdg suka ga percaya ,baca harun yahya membelot kubu yahudi freemason kadang suka percaya,67
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,0,0,126,kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia nderekgusmus,maju ulama bergerak tokoh agama indonesia gus mus,49
"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",0,0,87, mukidikepedean pe anyaan mudah ya dijawab yg keras tapi saya minta dijawab yg keras siapa nama saya ,mukidi percaya pe anyaan mudah keras keras nama,47
Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #BMI',0,0,77,body lufra scrub dg bhn dasar lidah buaya utk mlembabkn kulit amp lbh bcahaya info 087812026394 bmi ,body lufra scrub bahan dasar lidah buaya melembabkan kulit amp bercahaya info 087812026394 body mass index,106
USER Tak punya cacat di masa lalu krn blum bermasa lalu',0,0,237, tak punya cacat di masa lalu krn blum bermasa lalu ,cacat bermasa,13
USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',0,0,26, jangan2 penganut bumi datar juga xf0 x9f x98 x9d nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka ,penganut bumi datar teori bumi bulat orang asing notabene musuh,63
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,0,0,50,munas alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di 2019 mendatang romahurmuziy,musyawarah nasional alim ulama ppp semarang menghasilkan rekomendasi syarat kriteria kriteria calon wakil presiden mendampingi jokowi 2019 romahurmuziy,151
USER Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi.. Wkwk,0,0,45, luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,pencerahan gagal anak ekonomi,29
"USER USER USER USER Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?'",0,0,40, kafan berasal dari budaya yahudi kenapa umat islam mengklaim ,kafan berasal budaya yahudi umat islam mengklaim,48
USER USER itu tanda nya mau pilkada n pilpres,0,0,39, itu tanda nya mau pilkada n pilpres,tanda pilihan kepala daerah pemilihan presiden,46
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #No3JabarAsyik #Asyikm3nang,0,0,45,misi4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur no3jabarasyik asyikm3nang,misi 4 membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nomor jawa barat asyik asyik menang,131
Ketabahan pasangan En Taufiq dan Puan Nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; BSN - 0510541000096745 ; Bank Islam - 05058020145124 ; (Nurliyana bte Abdul Raziff) ;,0,0,79,ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your things bsn 0510541000096745 bank islam 05058020145124 nurliyana bte abdul raziff ,ketabahan pasangan taufik puan nurliyana wajar dicontohi jom sumbangan meringankan beban pasangan come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,229
"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",0,0,213, teranginegeri dengan budaya yuk pada visit ke purwoke o mumpung ada even rakyat purwoke o extravaganzabanyumas,terangi negeri budaya yuk mengunjungi purwoke o mumpung even rakyat purwoke o ekstra vaganza banyumas,101
"Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, Sertifikat tanah, perhutanan sosial, BBM 1 harga, padat karya,",0,0,62,presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kis se ifikat tanah perhutanan sosial bbm 1 harga padat karya ,presiden dana taktis kepentingan rakyatnya program program pemerintah program pembangunan infrastruktur kip kartu indonesia sehat ifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,199
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',0,0,89, aamiin ya allah ntimnya kinan aja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw ,amin allah timnya kinan pelatihan ular rawa rawa dapatnya sungai gede musuhnya buaya,84
USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81',0,0,93, segitu gentarnya dia takut terhadap kafir xf0 x9f x98 x81 ,gentarnya takut kafir,21
"USER kayak memegang, bukan mucikari'",0,0,244, kayak memegang bukan mucikari ,kayak memegang mucikari,23
"Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai",0,0,106,guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai,guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah mendukung pilihan kepala daerah damai,136
USER Kayaknya bisa? Atau cuma bank tertentu? Bilang aja mau jual uang asing/tukar ke rupiah',0,0,80, kayaknya bisa atau cuma bank te entu bilang aja mau jual uang asing tukar ke rupiah ,kayaknya bank te entu bilang jual uang asing tukar rupiah,57
Hati-Hati Berita Pilkada yang Berbau Hoax #madiun #madiuntoday #100thmadiun #KotaKarismatikMadiun #tolakcukaiilegal; Kunjungi juga,0,0,51,hati hati berita pilkada yang berbau hoax madiun madiuntoday 100thmadiun kotakarismatikmadiun tolakcukaiilegal kunjungi juga,hati hati berita pilihan kepala daerah berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi,135
Mantaaap DM dekat sama Banser bang USER,0,0,174,mantaaap dm dekat sama banser bang ,mantap direct message barisan serba bang,40
"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94'",0,0,94,ternyata ada lebah yg gak suka bunga tapi makan bangkai gw penasaran madu nya kaya gimana xf0 x9f xa4 x94 ,lebah suka bunga makan bangkai penasaran madu kayak,51
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,0,0,93,saya tak bisa dipancing pancing dgn urusan penistaan atau bukan saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci ,dipancing pancing urusan penistaan berbicara pemahaman fiksi kitab suci,71
USER USER Matane aku moh aku kafir wkwkwk',0,0,119, matane aku moh aku kafir wkwkwk ,matanya kafir,13
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0,0,207, tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagipula siapa yang pe ama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian sepe i ini tidak akan terjadi ,tatapannya dialihkan arah enggan menatap pria mencurigakan pe kali gaduh suasana angie menemukan pria asing tidur sofanya kejadian sepe i,137
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV',0,0,82,lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv ,lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi bernama indische sociaal democratische vereeniging,118
Shaheizy Sam wajah baharu Calpis,0,0,32,shaheizy sam wajah baharu calpis,shaheizy wajah baharu calpis,28
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",0,0,70, ya terserah lo aja balasnya kembali fokus kepada kerjaan kita kami mengerjakan tugas project seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian project itu kami makin,terserah balasnya fokus pekerjaan tugas proyek seni budaya 2 setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek,150
Ga bakalan bro,0,0,37,ga bakalan bro,bro,3
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL,0,0,244,monyet turun ke pemukiman warga cibadak sukabumi url,monyet turun pemukiman warga cibadak sukabumi,45
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle',0,0,48,mau giveaway taplak meja tapi nanti yang menang cuma therichchenle ,giveaway taplak meja menang the rich chenle,43
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan,0,0,21,klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,116
"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018""",0,0,143, warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018 ,warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,156
"USER USER USER Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp;pantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i",0,0,235, justru mas klo mnyudutkan salah satu agama t entu malah bahaya itulah pak rocky ini cerdik dia bisa nyusun kalimat yg tepat amp pantas dgunakan inti dari ini dia mau kasih tau pnge ian fiksi sbenarnya ayolah mas nya i,mas menyudutkan salah agama t entu bahaya rocky cerdik menyusun kalimat amp inti kasih tau pnge ian fiksi ayolah mas i,118
"USER Pak USER walaupun Anda Muslim, sebagai pejabat negara, Anda harus bertindak demi bangsa & negara",0,0,188, pak walaupun anda muslim sebagai pejabat negara anda harus be indak demi bangsa negara,muslim pejabat negara be indak bangsa negara,44
"12. Ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut. \n\n#kesehatanikan\ncc: USER USER USER'",0,0,16,12 ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut n n kesehatanikan ncc ,12 ikan sembuh sakitnya terselamatkan bagus laik jual dipisah diseleksi ikan cacat permanen pemeliharaan kesehatan ikan ncc,123
"Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dlm membina hubungan dgn sesama umat manusia.; ; Perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro",0,0,282,persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia perbedaan justru menjadi warna tersendiri dlm menjalin pe emanan terima kasih lovren salah favourites bff bro,persahabatan salah lovren bukti beda suku agama ras halangan membina hubungan umat manusia perbedaan warna tersendiri menjalin pe emanan terima kasih lovren salah favorit best friend forever bro,194
"USER USER USER Sama aja lh lae,meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka.'",0,0,154, sama aja lh lae meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka ,lae turun menurun ideologi partai komunis indonesia melekat jiwa,64
"RT USER: USER Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet\xe2\x80\xa6'",0,0,103, saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macet xe2 x80 xa6 ,kesal merokok motor iyakan kadang pengap ditutup macet,54
"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta",0,0,168,hello warga jaka a wakil kepala dpmptsp provinsi dki jaka a bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jaka a membuka acara 2018 junior chamber international jci indonesia national event setiamelayanijaka a,halo warga jaka a wakil kepala dinas penanaman modal pelayanan terpadu pintu provinsi daerah khusus ibukota jaka a denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jaka a membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a,294
"2. Selain perkuat jaringan, Gubernur USER juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia USER",0,0,37,2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar indonesia ,2 perkuat jaringan gubernur menekankan menguasai state of the a knowledge a bahasa merantau indonesia,101
Pandangan TGB terhadap Agama dan Politik,0,0,118,pandangan tgb terhadap agama dan politik,pandangan tuan guru bajang agama politik,40
Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS,0,0,90,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa baguss,susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus,74
"\xe2\x80\x9cTidak!\xe2\x80\x9d kata salah seorang Khalifah Rasyidin itu, \xe2\x80\x9ckami dahulu memerangi orang kafir bersama mereka\xe2\x80\x9d. \xe2\x80\x9cKalau begitu, mereka orang-orang munafik\xe2\x80\x9d. \xe2\x80\x9cTidak juga. Sebab, orang muna",0,0,150, xe2 x80 x9ctidak xe2 x80 x9d kata salah seorang khalifah rasyidin itu xe2 x80 x9ckami dahulu memerangi orang kafir bersama mereka xe2 x80 x9d xe2 x80 x9ckalau begitu mereka orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak juga sebab orang muna,x9ctidak salah khalifah rasyidin x9ckami memerangi orang kafir x9ckalau orang orang munafik x9ctidak orang munafik,114
USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',0,0,75, yakali pak tni suruh urusin sampah plastik xf0 x9f x98 x91 ,kali tentara nasional indonesia suruh uruskan sampah plastik,60
"USER USER Itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'",0,0,60, itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin ,khawatirkan manuver politik kebijakan rezim semoga negara kesatuan republik indonesia tercinta amin,99
