Tweet,HS,Abusive,Char_Length,Casefolding
"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94'",0,0,94,ternyata ada lebah yg gak suka bunga tapi makan bangkai gw penasaran madu nya kaya gimana xf0 x9f xa4 x94 
Saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,0,0,93,saya tak bisa dipancing pancing dgn urusan penistaan atau bukan saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci 
USER USER Matane aku moh aku kafir wkwkwk',0,0,119, matane aku moh aku kafir wkwkwk 
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0,0,207, tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagipula siapa yang pe ama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian sepe i ini tidak akan terjadi 
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama ISDV',0,0,82,lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv 
Shaheizy Sam wajah baharu Calpis,0,0,32,shaheizy sam wajah baharu calpis
"""Ya, terserah lo aja."" Balasnya kembali fokus kepada kerjaan kita.; ; Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.; ; Setelah kejadian project itu kami makin",0,0,70, ya terserah lo aja balasnya kembali fokus kepada kerjaan kita kami mengerjakan tugas project seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian project itu kami makin
Ga bakalan bro,0,0,37,ga bakalan bro
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL,0,0,244,monyet turun ke pemukiman warga cibadak sukabumi url
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle',0,0,48,mau giveaway taplak meja tapi nanti yang menang cuma therichchenle 
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan,0,0,21,klhk upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan
"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018""",0,0,143, warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018 
"USER USER USER Justru mas klo mnyudutkan salah satu agama trtentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp;pantas dgunakan,Inti dari ini dia mau kasih tau pngertian fiksi sbenarnya,ayolah mas nya i",0,0,235, justru mas klo mnyudutkan salah satu agama t entu malah bahaya itulah pak rocky ini cerdik dia bisa nyusun kalimat yg tepat amp pantas dgunakan inti dari ini dia mau kasih tau pnge ian fiksi sbenarnya ayolah mas nya i
"USER Pak USER walaupun Anda Muslim, sebagai pejabat negara, Anda harus bertindak demi bangsa & negara",0,0,188, pak walaupun anda muslim sebagai pejabat negara anda harus be indak demi bangsa negara
"12. Ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut. \n\n#kesehatanikan\ncc: USER USER USER'",0,0,16,12 ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan bagus laik jual harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut n n kesehatanikan ncc 
"Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dlm membina hubungan dgn sesama umat manusia.; ; Perbedaan justru menjadi warna tersendiri dlm menjalin pertemanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro",0,0,282,persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dlm membina hubungan dgn sesama umat manusia perbedaan justru menjadi warna tersendiri dlm menjalin pe emanan terima kasih lovren salah favourites bff bro
"USER USER USER Sama aja lh lae,meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka.'",0,0,154, sama aja lh lae meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka 
"RT USER: USER Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet\xe2\x80\xa6'",0,0,103, saya juga sebel kalo ada yg ngeroko sambil naik motor yakan kadang engap kalo ditutup terus apalagi macet xe2 x80 xa6 
"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta",0,0,168,hello warga jaka a wakil kepala dpmptsp provinsi dki jaka a bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jaka a membuka acara 2018 junior chamber international jci indonesia national event setiamelayanijaka a
"2. Selain perkuat jaringan, Gubernur USER juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia USER",0,0,37,2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar indonesia 
Pandangan TGB terhadap Agama dan Politik,0,0,118,pandangan tgb terhadap agama dan politik
Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS,0,0,90,susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa baguss
"\xe2\x80\x9cTidak!\xe2\x80\x9d kata salah seorang Khalifah Rasyidin itu, \xe2\x80\x9ckami dahulu memerangi orang kafir bersama mereka\xe2\x80\x9d. \xe2\x80\x9cKalau begitu, mereka orang-orang munafik\xe2\x80\x9d. \xe2\x80\x9cTidak juga. Sebab, orang muna",0,0,150, xe2 x80 x9ctidak xe2 x80 x9d kata salah seorang khalifah rasyidin itu xe2 x80 x9ckami dahulu memerangi orang kafir bersama mereka xe2 x80 x9d xe2 x80 x9ckalau begitu mereka orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak juga sebab orang muna
USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',0,0,75, yakali pak tni suruh urusin sampah plastik xf0 x9f x98 x91 
"USER USER Itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'",0,0,60, itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin 
"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ; ; ""Kitab suci itu fiksi,"" kata Rocky.; ; Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...",0,0,83,permadi arya melaporkan rocky gerung ke polisi serius tuh kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci 
"USER USER USER USER USER USER USER USER USER USER USER USER Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'",0,0,52, bilangnya anti asing aseng nda taunya wkwkwkwkwk 
USER Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan',0,0,122, di suriah sekolah radikal dan rakit bom plg ke indonesia jadi tempat pkl ya di amankan 
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦",0,0,115, gubernurzamannow gusipulputi2 ganjaryasin1 djarotsihar2 hasananton2 kosterace1 nurdinsudirman3 karolingidot2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pese a rakercabsu 
"2,Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad'",0,0,72,2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad 
USER Sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. \xf0\x9f\x98\xaf',0,0,241, sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0 x9f x98 xaf 
"USER yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya?'",0,0,59, yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa be indak jika ada ancaman pembunuhan kepada kepala negaranya 
"PKS ultah di Balai Kota, RR ngomong nyapres di Balai Kota. Ganti aja namanya jd â??Balai Politikâ??. ð?¤ª",0,0,49,pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd balai politik 
"USER Kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian.\n#HauzMiniQuiz #HauzID\nYuk ikutan\nUSER",0,0,72, kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian n hauzminiquiz hauzid nyuk ikutan n 
Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini,0,0,135,kisah hidup muhammad yang lebih lengkap dapat didownload di sini
"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3",0,0,359, kalo kejadian disini mungkin juga kalian yg triak paling lantang pm h pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pm h bilang 15 hari kelamaan harusnya 3
"USER USER Mari berjuang....sampai #Jokowi dilanti kembali di thn 2019.\nJangan gentar !\nJangan takut !\nWalau mata benang di leher, walau ujung tombak di porut !!\n\nTidak akan surut langkah kita,\nTidak akan bisu suara kita,\nTidak akan",0,0,254, mari berjuang sampai jokowi dilanti kembali di thn 2019 njangan gentar njangan takut nwalau mata benang di leher walau ujung tombak di porut n ntidak akan surut langkah kita ntidak akan bisu suara kita ntidak akan
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,127, 
"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL",0,0,69,cuba la tgk anime ni karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habes 9 10 url
Serunya Pesta Budaya Erau di Kutai Kartanegara!,0,0,89,serunya pesta budaya erau di kutai ka anegara 
"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l",0,0,72,debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l
"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi",0,0,54,memang benar kata pengamat politik hantayudha kalau paslon no 2 ini tidak ada khanz nya di jateng jatenggayeng 2019tetapjokowi
USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',0,0,174, boleh saya follow bli juga saya katolik dan ikut akun prof utk menambah wawasan berbangsa terima kasih 
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',0,0,25, ih masak di samain smaa sampah xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",0,0,39,aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa 
USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....',0,0,37, tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau pa i dap tapi kita bimbang fahaman yang dibawa oleh mereka 
"""Cermin pun pecah saat dirinya berkaca""; ;",0,0,82, cermin pun pecah saat dirinya berkaca 
Awwww comel nya asing kan ikut warna',0,0,147,awwww comel nya asing kan ikut warna 
"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat.",0,0,112,islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat 
"USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini",0,0,67, agama katholik ngak ada yg menyebut khatolik nusantara agama kristen protestan ngak ada yg menyebut kristen protestan nusantara agama hindu ngak ada yg menyebut hindu nusantara agama budha ngak ada yg menyebut budha nusantara lha kok ini
"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",0,0,115,3 karena berbasis teknologi digital presiden juga minta sistem betul betul jalan dan langsung bisa digunakan dan ramah bagi pengguna ratas
Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley',0,0,177,agama kristen ngolongan darah b nasal san fernando valley 
USER USER USER USER Cina',0,0,44, cina 
10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦,0,0,256,10 presiden jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan pembangunan lainnya 
"pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,",0,0,145,pemilu langsung biar bwt milih presiden n dpr sj capres pun biar tdk kyk kucing dlm karung mgkn bisa bikin mekanisme baru yg lebih ok misal capres ditentukan dari gubernur yg berprestasi jd yg boleh maju jd capres hanya yg sdh jd gubernur 
Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.',0,0,8,pemburu nazi simon wiesenthal memegang foto foto yang menggambarkan mantan kepala gestapo walter rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang orang yahudi 
Gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin,0,0,210,gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti ganjaryasinmenang ganjaryasin1 kamiganjaryasin
Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam',0,0,96,aku dah la baju macam yahudi betopi siap 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap ni betol2 out of place mohon ak tak direjam 
USER Gua ge akan marah. Cuma auto blacklist dari kehidupan gue.\n\nSampah apa gunanya kalo ga didaur ulang?',0,0,88, gua ge akan marah cuma auto blacklist dari kehidupan gue n nsampah apa gunanya kalo ga didaur ulang 
amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel,0,0,180,amin smoga kalian be iga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,86, 
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦",0,0,138, gubernurzamannow gusipulputi2 ganjaryasin1 djarotsihar2 hasananton2 kosterace1 nurdinsudirman3 karolingidot2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pese a rakercabsu 
"Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'",0,0,250,sudah jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran saja agar hidup kita semakin baik pada masa yang akan datang 
USER Mata w pas kecil sipit tp skrg malah engga. Aneh pisan',0,0,190, mata w pas kecil sipit tp skrg malah engga aneh pisan 
dekalarasi pilkada 2018 aman dan anti hoax Toga jemirahan jabon,0,0,127,dekalarasi pilkada 2018 aman dan anti hoax toga jemirahan jabon
Setiausaha Agung Pas Datuk Takiyuddin Hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan Presiden parti sebelum ini.,0,0,110,setiausaha agung pas datuk takiyuddin hassan sahkan ada pihak cuba pinda perlembagaan pa i ini sepe i yang dikatakan presiden pa i sebelum ini 
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.',0,0,112, sastra e karl mark pentolan komunis rusia 
Buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya. Asal buang sampah dan ngomong = kan ada petugas kebersihannya',0,0,83,buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya asal buang sampah dan ngomong kan ada petugas kebersihannya 
