Tweet,HS,Abusive,Char_Length
"â??fardu kifayahâ?? atau berhukum wajib dalam ajaran Islam. Pada pilpres mendatang, harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri.;",0,0,250
Nahdliyin Minta Setop Penghinaan Terhadap Maruf Amin,0,0,122
USER Risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis. Gadis yang sangat asing.\n\nBelum pernah Risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini. Maka dari itu R,0,0,96
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,0,0,104
"USER Kalo neraka terkena bom , maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku.'",0,0,112
"USER Coba dedengkot JIN terus terang ke para ulama Saudi atau rilis ke publik tentang akidah JIN. Contoh, JIN tidak anggap kafir pemeluk Kristen, Hindu, Budha, dll; semua punya peluang masuk surga. \nAku yakin akan keluar fatwa dari Saudi: JIN adal",0,0,65
"USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me",0,0,104
Cerdas dan konseptual,0,0,106
"USER ""Namaku Baek Yoon\xe2\x80\x94gi ...""\n\nUcapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit. Gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m",0,0,105
"Bismillah, Melayu Raya, Tanah Melayu macam-macam nama kita pernah dengar. Tapi pernah tak kita kaji, besar mana jajahan Tanah Melayu dulu? Dalam thread ini saya akan kupaskan serba sedikit tentang bani jawi.'",0,0,56
"Bila nak kawin ni kena simpan duit,ilmu agama kena cukup, semua benda kena cukup la senang cerita",0,0,134
"Inilah kehebatan dan kearifan suku Baduy. Hutan tetap terjaga, budaya menjadi nafas kehidupan. Mereka hidup dgn menjaga keseimbangan alam.",0,0,138
Warga Semarang Prihatin Kontroversi Puisi Gus Mus,0,0,26
"USER Setuju, DPR, menteri, dan seluruh pejabat negara wajib dipotong 50% termasuk presiden.\nTiap PNS dipotong jg.\nPegawai swasta tidak dipotong.'",0,0,184
USER Aku ga ada keturunan cina tapi aku sipit?',0,0,78
"LINMAS WILAYAH TAWANGSARI, BULU &amp; WERU TERIMA PEMBEKALAN PAM PILKADA SERENTAK",0,0,84
"Uname absurd bahkan first impression gak akan bikin enak imaginenya, dan gak ganteng typing pas dicoba eue di dm enak banget. Berharap di dm lagi ternyata enggak sama sekali:"")'",0,0,98
USER USER Admin.. Bukan presiden.. Tapi pm,0,0,45
Shio baekhyun itu Monyet',0,0,137
"Ceruk pasar itu pasar yg lbh kecil, tp satu pasar itu pst butuh ke kita. Cth: Asuransi pensiunan tentara di US tuh. Ga semua org pensiunan tentara, tp sekalinya pensiunan tentara, pst ke asuransi tsb. Atau alat kebutuhan org cacat. Ga semua org cacat, ta",0,0,256
USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7',0,0,140
USER om kalo memang om belajar agama budha atau hindu yg bener seharusnya ga bgini. Coba belajar yg bener ya sebelum buka mulut,0,0,26
USER Ikut pengalaman yg tak seberapa kerja part time dengan cina lebih best dari kerja dengan melayu. Haha.',0,0,124
USER aku gakuat karna jijik makanya ku cepetin \xf0\x9f\x98\x8c berasa kita yg dikejar2 yaaa sampe mau napas aja jadi sungkan wkwkwk',0,0,256
"USER USER USER Hehehe akhirnya.....ternyata pasar kita global jg,tdk terbatas lokal. Akhirnya masi ada aseng dan asing juga. Kita jujur saja!..\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86",0,0,153
"Saya juga pernah marahin seorang rp yang panggil saya sipit waktu jadi Hoshi. Atau yang suka tanya ""matanya mana?""\nSepele? Tidak ah. Itu kan bagian dari fisik.\nMungkin kalau dipakai untuk definisi, macam: Hoshi itu yang memiliki mata sipit; boleh deh.",0,0,43
RELAWAN JOIN ADALAH SEBUAH GERAKAN ARUS BAWAH yg MERINDUKAN KEPEMIMPINAN NASIONAL DARI NASIONALIS + ISLAM MODERAT..; ; #CakIminTheNextWapres ; #JOIN2019 ; ; USER USER USER USER USER USER USER USER,0,0,125
USER onta tu nsd??',0,0,76
USER Umpannya pake apaan tu biar mancing dpt buaya?',0,0,104
Retweeted ikko pribumi kawe (USER):; ; Horas Horas Horas !!; ; Dengan menggunakan kapal feri Presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja ; ; Presiden di sambut dgn upacara adat samosir dg pekikan Horas Horas Horas ; ; USER,0,0,61
"USER Yang ke dua, Indonesia akan bertahan bahkan bisa menjadi kekuatan ekonomi, politik baru jika penghuninya memilih bekerjasama dengan menyimpan perbedaan tidak penting macam agama,",0,0,40
"Sudah lebih dari 50 tahun Freeport di kuasai oleh pihak asing, baru di masa pemerintahan jokowi serta pak jonan menjadi mentri ESDM Freeport kita ambil alih sahamnya #JonanJos'",0,0,53
"Menag USER minta riset PTKIN jgn hanya berorientasi publikasi artikel di Scopus dan sejenisnya. Namun, outputnya hrs bisa jawab tantangan umat Islam"". PTKIN perlu buat pangkalan data sbg rujukan pembangunan. Misal database ulama Nusantara shg g",0,0,36
Me nusantara kan dlm arti nasionalisasi assets yg dikuasai asing hny bisa dilakukan pemimpin yg sungguh nasionalis patriotis.\n\nNusantara versi proxy hny bertujuan lemahkan ketahanan nusantara/nasional suatu bangsa',0,0,129
"USER Foto profile nya saat naik pesawat, tp msh bs blg jgn cintai produk asing,dari hal sederhana ini saja,kita sdh bs mengukur berapa parahnya tingkat kemunafikan mu,lbh baik anda lgs terjun dari pesawat biar ucapan anda sesuai dgn perbuatan.",0,0,67
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,92
"USER USER USER USER USER USER Acara ga mutu, iNi ulah mntan aktifis GMNI ormas mahasiswa gembong pki yg jd musuh bebuyutan HMI'",0,0,68
USER Sudah diadopsi pemerintah pusat juga nich. ; ð??»;,0,0,130
USER USER ..... Pak Prof. ..... Jangan pak Prof. Bilang itu cuma soal pendapat.... Itu tdk benar karena disampaikan di forum terbuka.... Itu ngaco dan tdk bisa di biarkan.... Pak Prof. Sebagai pemuka agama dan sebagai Ulama harusnya melur,0,0,28
USER Untung aku kunti.g',0,0,244
"KaiSoo itu couple yang hangat. Waktu di bandara tanggal 1 Maret kemarin mereka nggak mau kalah sama HunHan. Dari Korea sampai Cina, dan dari Cina ke Korea. Kai demen banget deket-deket D.O. #KaiSooFact'",0,0,39
Dan dari orang asing yang ngobrol karena bosen nunggu transit akhirnya jadi temenan sampe sekarang :)',0,0,109
"Sehingga catatan itu yang kami buka kembali. Tidak boleh dilupakan pengalaman Pilkada DKI Jakarta 2017, USER dan USER yang diusung Partai Gerindra dan USER berhasil menumbangkan petahana yang diusung oleh koalisi besar yang dimotori",0,0,53
Mengenal Walpri Perempuan dalam Pilkada Bondowoso â?? Radar Jember,0,0,59
USER USER USER Disana mayoritas Budha. Ada jg pendetanya yg ikut Demo. Kau googling lah video demo di Thailand biar tau.',0,0,223
USER USER Begitulah cara komunis bermain.',0,0,56
allah tidak memanggil orang yang mamputetapi allah akan memampukan siapa saja yang mauyang rinduyang yakin ke baitullah,0,0,126
PENGOBATAN MONYET KEDIH URL,0,0,136
Kebingungan akan apa yang bisa ditoleransi dan enggak bikin Gw mikir itulah alasan kenapa dalam Katolik ada Paus sebagai Wakil Kristus',0,0,40
USER || Itu... udah... ketawa kunti...',0,0,126
USER Amin... Smoga Istiqomah...\nJgn khawatir cibiran org anggap aja ujian..\nIngat banyak org2 yg dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama Islam...',0,0,42
"Video call dengan Pak Gubernur USER yang sedang dinas ke Istanbul, Turkey. Dalam video call ini saya melaporkan yang pertama ialah tempat hiburan malam Karaoke Sense &amp; Diskotik Exotic telah ditutup secara hormat tanpa harus keras, dibantu ole",0,0,38
USER kenapa Sukarno tidak di konotasikan juga rejim anti demokrasi\ndg embel2 presiden seumur hidup?',0,0,45
USER Amiinnnn; Dan Semoga Pak Jokowi jadi presiden lagi.,0,0,114
"USER Daripada gak menikah sama sekali...daripada menyimpang LGBT!Menikahlah, hidup lebih berkah...Dunia sdh rusak dgn perzinahan kini ada gerakan stop perkawinan dini.'",0,0,248
Berdayakan Ekonomi Pesantren Ulama Jawa Barat Dukung Jokowi di Pilpres 2019; #TetapJokowi2019,0,0,115
"Semangat Terus Pak USER. ; Kantor Staf Presiden Harus Terdepan Publikasikan Semua Kegiatan Presiden Supaya Rakyat Tau Bahwa Presiden Kerja Keras Membangun Bangsa ini, kerja.. kerja.. kerja; USER USER; USER USER",0,0,32
"ini saya setuju, makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing, mengurangi ekspor mentah, mengganti kontrak yang merugikan Indonesia",0,0,255
USER USER USER USER Kristen Nusantara pasti ada conth HKBP Huria Krsten Batak Protestan; GKJ Greja Kristen Jawa; Gereja Pasundan; Gereja Manado; Gereja Maluku; Gereja Papua; dll. Masing2 punya ciri khas sesuai tradisi suku masing,0,0,14
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Freeport takkan berdiam saja setelah negisiasi kalah..,0,0,217
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,54
"Calon gubernur Jawa Tengah nomor urut 1, USER, mempertanyakan program unggulan rivalnya, USER, terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun. Menurut Ganjar, di tengah situasi ekonomi saat ini, kemungkinan membuka lapang",0,0,72
Amin Rais himbau masyarakat jangan sampai salah memilih pemimpin.,0,0,67
"USER USER Kalo jaman gue SMP di Negeri dulu hari kamis pake baju kotak2 (jadi kayak seragam sekolah kristen gitu) hari jumat-nya cuma diwajibin pake celana panjang doang, ga pake baju koko, itu dulu yah \xf0\x9f\x98\x85'",0,0,130
Rizal Ramli: Mayoritas Masyarakat Tak Mau Beri Kesempatan Kedua Untuk Jokowi #KlikRMOL #capresrakyat,0,0,29
"Mngkin sya bkan org baik,dan sya tidak perlu di anggap baik.paling tdk sya tdk munafik dgn berpura""baik.karena yg terpenting sya bisa berbuat baik'",0,0,59
"USER Dlm Kristen prinsip inkulturisasi dlm agama penting, bgmn mjd Katholik yg Indonesia ,menjadi Kristen yg Indonesia , sesuatu yg mungkin asing bagi Islam yg kental Arab.'",0,0,99
"""Presidennya Pak Jokowi, gubernurnya saya dan Pak Anton, sehingga program selaras sejalan,"" kata Hasan.",0,0,100
"The Lie TJu siswi Kelas 1B, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,84
"RT USER: Tolong lah, kalo liat saya, bok ya manggilnya pas lg berpapasan aja. Selain saya sedikit buta, saya juga agak budek.\n\nLg nunggu\xe2\x80\xa6'",0,0,116
USER enak bgt yah Om jawabannya.\n\ngmn klo udah bom sby jgn diperdebatkan lagi tersangkanya udah meninggal...',0,0,187
USER USER USER USER USER Kafir ada di Alquran....situ sehat???',0,0,141
"Owner disini Seo sama Tae, adminnya masih hiring bebs :3 #\xce\xb7\xce\xb3\xcf\x85\xd0\xbc\xcf\x85\xd1\x82\xc6\x92\xce\xb1\xd0\xbcs'",0,0,236
New post: Festival Pesona Tambora Angkat Eksotisme Alam dan Budaya Dompu dan Bima,0,0,255
"USER USER Bang USER melakukan itu. Dia tetap Kristen, istrinya tetap muslim. Bisa kok, dengan strategi tertentu.'",0,0,98
"Presiden Joko Widodo (Jokowi) membuka Kongres 29 Perhimpunan Mahasiswa Katolik Republik Indonesia (PMKRI).; ; USER berpesan di konteks tahun politik 2018, agar semua pihak menjaga kondisi. Kontestasi politik perlu diisi dengan adu program dan gagasan ra",0,0,35
"Di kuliah umum Maroko, ada yg bilang Anies ""Super Gubernur"".; Mungkin jaga perasaan, gak enak klo bilang ""Anda yg lebih layak jadi Presiden"" :-)",0,0,123
"Dijodohkan Presiden, Pengantin Wanita Tajikistan Tampak ""Sedih""",0,0,65
"Peresmian dan Pemberkatan Gereja Katolik Hati Kudus Yesus Batu Gantung, Ambon'",0,0,101
"Ustadz Subki Al-Bughury, S. Sos.I saja mendukung Pilkada Damai di Kab. Sinjai Tanpa Hoax, Ujaran Kebencian dan Isu Sara,..KALAU ANDA...??; USER USER USER",0,0,213
(DETIKCOM | Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD) #pemilu #pemilu2019,0,0,140
"FPI itu ada dan NYATA, Darul Islam itu ada dan NYATA USER USER Isis itu tdk ada.. hnya propaganda politik",0,0,117
"Mohon Maaf""; Kalau Sekarang Pemilihan PRESIDEN anda Memilih Siapa; Bpk Jokowi : Like; Bpk Prabowo : RT;",0,0,30
"Bukan ga berani, sepertinya.minoritas tau diri dan pasrahh, karena pembalasan milik Tuhan Allah.",0,0,88
"Bu, di perpustakaan orangnya pada bisu ya bu? | hah? Emang knp nak? | tuh mereka pada diem2an, ga ada yg bersuara | -__- ,'",0,0,126
USER Kerjaan? Tugas prakarya seni budaya? :3,0,0,260
USER kolam buaya kagak ada qey',0,0,102
USER Yu...mari kita songsong presiden baru ditahun 2019,0,0,133
"USER USER Mana mungkin w bani ngepost milik orang lain nik--""'",0,0,184
"Salah satu obyek vital yg pengamanannya lemah itu gedung DPR. Smg dgn disahkannya UU Antiterorisme yg baru, DPR tak jadi sasaran bom bunuh diri. Amin. *Tapi doa saya biasanya tak terkabul \xf0\x9f\x98\x89*'",0,0,238
ini jalan dua platform ya\ndi fb juga jalan\nbom yang gede klo mau dapet',0,0,155
Dikira org katolik coba:(',0,0,40
USER USER USER USER USER Hahahaha roti buaya mah buat nikahan pak',0,0,27
USER USER USER USER USER USER USER USER Assalamu alaikm ibu USER tlng hrp bantuanx u kmi #korbanphkfreeport,0,0,115
"Pesan Presiden Joko Widodo,""Saya meyakini Negara kita Indonesia akan semakin besar dan kuat apabila Ulama dan Umaro beriringan"". Selengkapnya terlait pesan Bapak Presiden simak video berikut ini #JokowiSilaturahmidenganUlama..#JokowiCintaUlama..#JokowiAja",0,0,94
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat.",0,0,102
"USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82'",0,0,42
Masih aja ada 'Orang Berpendidikan' berpikir Ekonomi syari'ah adalah ekonomi pembangunan para ekstrimis,0,0,52
"Lebih baik mendengar suara bom, guntur, geledek, petir, atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa-apa.\n#sidomi'",0,0,18
Cagub Jabar Bicara Soal Toleransi di Muzakarah ICMI Jabar,0,0,121
Kisah pengemis yahudi buta\xf0\x9f\x98\xa2',0,0,96
"Pelaksanaan Makin dekat, Presiden Jokowi Minta Promosi #AsianGames2018 Digencarkan USER #ratas â?¡ï¸? â??Presiden Minta Promosi Asian Games Makin Gencarâ??; ;",0,0,254
"Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari Desa Sengon,Prambanan.; #SharingHappiness",0,0,122
"Tiga isu penting TGB Zainul Majdi, justru karena tiga isu itu satu kesatuan: Kuatkan ekonomi umat, sejahterahkan rakyat kecil dan budayakan Pancasila.",0,0,136
"Gelap ada 5 macam, gelap kerana hari malam, gelap mata kerana buta, gelap otak tiada ilmu, gelap hati tiada agama, gelap hidup tiada kerja.'",0,0,68
Revisi hukum pidana dengan memasukkan klausul mengenai PSK sukarela sudah sangat dibutuhkan. Indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari... URL,0,0,172
"RT RPGpedia ""Gubernur Jaman Now dekat dengan Rakyat pilih nomor 1; ; #KamiGanjarYasin ; #KandangBant3ng; ; Salamnya; #TemannyaRPG; #namakuRUDY; #TemannyaRUDY",0,0,208
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan",0,0,28
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,79
SEMOGA KITA TERMASUK ORANG2 DENGAN WAJAH YG BERSERI2 ð??? #JumatBerkah; ; Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ù?Ù?Ù?Ø§Ø¶Ù?Ø±Ù?Ø©Ù?; Wajah-wajahÂ (orang-orang mukmin) pada hari itu berseri-seri.(Al-qiyamah: 22); Ù?Ù?Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ø¨Ù?Ø§Ø³Ù?Ø±Ù?Ø©Ù?; DanÂ wajah-wajahÂ (orang kafir) pada hari itu,0,0,101
"Fuh..bila ada orang cadang nak tutup tahfiz.\nMaka berbondong-bondong la manusia melayu kutuk habis-habisan demi agama islam katanya.Tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat socmed yang dia tengah tunjuk langit kat zouk.Sola",0,0,56
dr. Sam Aliano; ; Calon Presiden 2019.; ; Indonesia Bebas Hutang. â??; Indonesia Bubar Pas Kiamat. â??; Umroh Gratis per 1 Orang. â??,0,0,116
"*dari swasta katolik\n\nyoi aku TK sampe SMA di swasta katolik, ketemu temen yang itu2 aja selama 12++ tahun, belakangan mikir yaudahlah toh 1-2 tahun lagi keluar dari situ'",0,0,95
"Su Pin siswi Kelas 1C, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,141
"USER kalau kualitasnya gini jangankan bayar nanti 31 Mar, gratis pun mending pake antena nonton di Indos*ar \xf0\x9f\x98\xa3 URL",0,0,41
USER 1. Mengandung ekstrak lidah buaya \n2. Tidak mengandung Alkohol\n3. Memiliki rasa manis\n4. Tidak bereaksi terhadap obat lain\n5. Aman digunakan untuk anak2 &amp; bayi\n6. Kemasan finger off yg tak bersentuhan dgn luka\n7. Tidak perih pada l,0,0,77
"Islam datang di Indonesia dengan dialog kebudayaan. Itulah alasan mendasar Islam dapat dengan mudah berkembang, karena antara Islam dan budaya tidak pernah dipertentangkan",0,0,246
USER onta ya bukan aku\xf0\x9f\x98\x92',0,0,76
"USER Sya lebih khawatir lgi klo dek tsamara gak brnti ngetwit hal2 yg gak penting,. Sya takut antusiasme rakyat merosot liat kader partai sperti ini, Harus jdi pertanyaan besar apakah rakyat sudah tak tertarik lgi liat PSI? Apakah ada trust yg hil",0,0,252
Beda kristen dg agama lain>siapa yg percaya YESUS sbg Juruslamat& Tuhan! Mk menerima ROH KUDUS-sbg Penolong& Penghibur! *bkn dg kekuatan qt*,0,0,109
PRESIDEN SOEHARTO AKAN RESMIKAN TIGA MUSEUM DIÂ TMII,0,0,102
Presiden Jokowi Sebut Soft Launching Bandara Kertajati 24 Mei,0,0,27
"#PojokSatu Polisi Masih Selidiki Kasus Presiden #PKS, Punya Kemungkinan Tak Ada Unsur Pidana",0,0,81
"USER USER Begitu pula kristen, teman saya banyak yg dari GKJW. Penerapan dalam kehidupannya pun berbeda dengan kristen yg ada di indonesia daerah lain.\nJadi menurut saya, kultur budaya nusantara yg beragam tsb mampu berkolaborasi dgn agama/k",0,0,148
"USER USER USER USER Gini umat islam di bodohi pake kata fiksi. Dan alasan salman rusdhi mbuat ""the santanicverse"" berasal pembodohan seperti ini. Fiksi itu imanijer *angan2. Kalau tujuan untuk membela USER banyak nara",0,0,159
Mengajak anak-anak dalam peledakan bom tidak mungkin muncul dari orang yang memahami Islam. Itu tindakan keji.\n - Aman Abdurrahman',0,0,183
USER Gue baru nyadar kalo situ baru ngefollowback saya. Kelamaan umroh ya? Mana oleh-oleh onta mekkah? Iya salam kenal Dav.',0,0,42
"Dosa di rumah atau di tempat privasi kamu, itu kamu dengan Tuhan. \n\nTapi, jgn mempengaruhi budaya songsang ini kepada mereka yg tidak bersetuju denganmu dan jgnlah merosakkan sistem kekeluargaan normal manusia.\n\nTolak budaya LGBT \xf0\x9f\x8f\xb3\xef",0,0,15
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Salah,0,0,29
