,Tweet,HS,Abusive,Neutral
359,vital inter bek kanan beda era maicon ambrosio datang cancelo bagus nhmmmm bera i simpul geblek ausilio,1,1,0
360,nama agama munafik,1,1,0
361,43 contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,0
362,cium bau bau pecun,0,1,0
363,henti konsumen wisata haji rumah tipu produsen wisata jiarah indonesia,1,0,0
364,buru nazi simon wiesenthal pegang foto foto gambar mantan kepala gestapo laki laki rauf van kamar gas gerak eksekusi orang orang yahudi,0,0,1
365,caci maki nista agama tahu poligami umpet begitu ogah,1,0,0
366,bubar negara satu republik indonesia harga mati,1,0,0
367,royson jokowi kacung alas fundamental rezim sepe i sengaja masuk debt trap komunis cina north sumatera offshore wajib 2019 ganti presiden,1,1,0
368,wkwk mampus pepet uji ah,0,1,0
369,gubernur jaman now anti hoaks sebar isu ganjar yasin menang ganjar yasin 1 ganjar yasin,0,0,1
370,azan televisi panggil manggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan lanjut,1,1,0
371,laku bani cebong,1,1,0
372,baju yahudi top 4 bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga out of place mohon rajam,0,0,1
373,ge marah auto daftar hitam hidup sampah guna daur ulang,0,0,1
374,anjir bekas silit,0,1,0
375,cebong panas ngawur,1,1,0
376,amin moga be iga tampil baik sumbang medali sumatra selatan,0,0,1
377,,0,0,1
378,gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama sungguh kaya djarot hadap pese a rakercabsu,0,0,1
379,bingkai bangkai jadi ajar hidup,0,0,1
380,edan mula menang lihat ampun kakak r banget,0,1,0
381,partai komunis indonesia alias ai korupsi indonesia ganyang,1,0,0
382,perempuan kayak mending mati deh jelek sok make up a ist,1,1,0
383,jual kayak jablay,0,1,0
384,bijak tugas jajar kereta listrik doang tumpang ikut doang suruh orang menge i menge i butuh orang bangkai,0,1,0
385,titit sambung pakai accessoris,0,1,0
386,mata pas sipit aneh banget,0,0,1
387,banci gigih natural killer,0,1,0
388,waspada cina komunis indonesia,1,0,0
389,banci kampung heeee,1,1,0
390,gembel ganteng kasihan cinta asyik asyik hebat,0,1,0
391,deklarasi pilih kepala daerah 2018 aman anti hoaks toga jemirahan jabon,0,0,1
392,setia usaha agung pas datuk takiyuddin hasan sahkan cuba pinda lembaga i sepe i presiden i,0,0,1
393,memang najis,0,1,0
394,sastra e karl mark pentol komunis rusia,0,0,1
395,otak kayak bool deh mes hari makan silit,0,1,0
396,ganti rezim kacung cebong,1,1,0
397,cina hak larang,1,0,0
398,hebat bicara cinta pegang alquran pegang hidup alquran bicara cinta perang bunuh penggal,1,0,0
399,jomlo jablay,0,1,0
400,perjaka jual sok sok an booking tante idiot anjir,1,1,0
401,rev 1 pilih ulama kafir munafik,1,1,0
402,jaga bersih lingkung orang orang melek wajib buang sampah bicara tugas bersih,0,0,1
403,sejuk gila kantor kulit buaya,0,0,1
404,ooo biasa kena imbang nakal kucing anjing abang dark side bright side chill sosial kalai lengkap haha k bang selamat maju jaya jawab terima kasih,0,0,1
405,masalah solusi 2019 ganti presiden dampak signifikan kurang obat cegah sakit be ambah parah,1,0,0
406,gampang kak buka handphone buka browser ketik budaya palembang sila nikmat ajar gratis,0,0,1
407,gerombol onta aku bela umat mata penting politik praktis tuan guru bajang demokratis penting umat pikir modern salut untuk tuan guru bajang,0,0,1
408,culun mending kampung jess,1,1,0
409,goyang jilboobs mantap hyper kontol squi tonton live besok,0,1,0
410,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0,1
411,presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan,0,0,1
412,09 15 indonesia barat kepala unit bina masyarakat inspektur polisi mt hutasoit laksana sambang pesan pesan aman tertib masyarakat pilih gubernur pilih kepala daerah 2018 karyawan bank rakyat indonesia ranting muara damenra silit kawan kawan desa hutanagodang camat muara kabupaten tap utara,0,0,1
413,kalimantan tuju batu bara keruk listrik megap megap,0,0,1
414,fardu kifayah hukum wajib ajar islam pilih presiden utus kalang santri sokong ulama maju pimpin negeri,0,0,1
415,ha bangkai truk,1,1,0
416,nahdliyin setop hina maruf amin,0,0,1
417,cebong kampret onta singgung laut,1,1,0
418,risa pulang latih iris hazel milik tangkap siluet gadis gadis asing risa temu gadis radio tempat tinggal r,0,0,1
419,haha orang gila bicara cak micin biar otak encer cong omong ngawur muslim muslim silit tau babi,1,1,0
420,coba kaca introspeksi keluarga pakai hijab komunis otak pakai prope iya orang,1,0,0
421,muhammadiyah inggris jalin kerja kendali ekstrem,0,0,1
422,neraka kena bom surga orang muka bumi goku,0,0,1
423,bot ih liebe ih a inya bot kasih ipad barusan cemplung jamban kuda xcc xcc,0,1,0
424,copot darmin nasution menteri ekonomi ekonomi bodoh turun daya beli jabat,1,1,0
425,bodoh anjir bodoh tertawa tertawa astagfirullah humor banget,0,1,0
426,mata picek cuk norak lihat prestasi jokowi nguoblokkk tolol,1,1,0
427,hasil penjara ahok alumni 212 dukung rizieq lengser jokowi lebaran,1,0,0
428,coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal,0,0,1
429,sepe i hujan lebat langit gelap gelita guruh a kilat sumbat jari telinga dengar suara petir ranah takut mati masakan lepas allah me,0,0,1
430,cerdas konseptual,0,0,1
431,nama yoon x94gi ucap putus iring sergap mata antuk gigit bibir ragu gapai gelas minum wine tinggal,0,0,1
432,bismillah melayu raya tanah melayu nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0,1
433,nak kawin kena simpan duit ilmu agama kena benda kena senang cerita,0,0,1
434,aduh lucu banget adik kelas pas lapor bang field trip taman safari heran sebut 1 nama teman arisan keluarga bawa 1 sekolah tai arisan,0,1,0
435,main anjing,0,1,0
436,hebat arif suku badui hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0,1
437,iya gilir ramai bela pas idol mati sedih doang serbu gila gila sarap maaf,0,1,0
438,sabar doa usaha ikhtiar mudah mudah bentar 2019 ganti presiden pakai sontek pakai plonga plongo,1,0,0
439,umat islam maksud front bela islam hati muslim nista islam bajing muslim buat onar kecut lari mesum islam islam gilir mesum islam buat onar islam,1,1,0
440,warga semarang prihatin kontroversi puisi gus mus,0,0,1
441,celeng bang acon susah banget xa,1,1,0
442,cari musuh dasar ana cebong kampret,1,1,0
443,tuju dewan wakil rakyat menteri jabat negara wajib potong 50 presiden pegawai negeri sipil potong pegawai swasta potong,0,0,1
444,akun hasil bodoh kaum 212 bikin kaum kaum biar kata jokowi anti islam wkwk,1,0,0
445,juara tipu junjung bani kampret 212,1,1,0
446,turun cina sipit,0,0,1
447,amin rais bikin kacau suruh reformasi pilih kepala daerah salah hasil,1,0,0
448,fahri hamzah presiden komisi berantas korupsi bubar,1,0,0
449,takut banci,0,1,0
450,lindung masyarakat wilayah tawangsari bulu amp lihat terima bekal pam pilih kepala daerah serentak,0,0,1
451,bolot,0,1,0
452,native speaker mother language english komen jaga bangsat,1,1,0
453,nyata bangkai,0,1,0
454,salah tulis salah bu maksud cebong muda kampung,1,1,0
455,nama guna absurd first impression bikin enak imajinasi ganteng etik pas coba ngewe direct message enak banget harap direct message,0,0,1
456,admin presiden pm,0,0,1
457,stw singaraja suka kontol,0,1,0
458,kafir haram pimpin monyet,1,1,0
459,shio baekhyun monyet,0,0,1
460,ceruk pasar pasar pasar butuh contoh asuransi pensiun tentara us orang pensiun tentara sekali pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0,0,1
461,kiai staquf sebut suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh pura pura,1,1,0
462,dosa anis sandi bully rendah terus orang jahat licik bully rendah dunia kejam kawan,0,0,1
463,om om ajar agama buddha hindu coba ajar buka mulut,0,0,1
464,alam kerja time cina best kerja melayu haha,0,0,1
465,kuat jijik ku cepat asa kejar kejar napas sungkan wkwk,0,0,1
466,bubar dewan wakil rakyat bubar save komisi berantas korupsi,1,0,0
467,hehe pasar global batas lokal asing asing jujur,0,0,1
468,diving mampus junedi,1,1,0
469,suciwati revolusi mental jokowi omong kosong bual tuju amp komen,1,0,0
470,marah rupiah panggil sipit hoshi suka mata sepele ah fisik pakai definisi hoshi milik mata sipit deh,0,0,1
471,otak makelar jual aset negara maling aset negara pe amina jual isi tenaga kerja asing tiongkok 2019 ganti presiden nurl,1,0,0
472,akun siti fatimah amp komen laman ringkas parah amp bejat malu moga sehat sabar amp semangat suara benar,1,1,0
473,bawang putih kafir haram his hiks hiks,1,1,0
474,tuju ahoker lengser prabowo jokowi hancur penjara karuan,1,0,0
475,rawan join gera arus rindu pimpin nasional nasionalis islam moderat cak imin the next wakil presiden join 2019,0,0,1
476,onta nsd,0,0,1
477,umpan pakai biar mancing buaya,0,0,1
478,komunis abad partai komunis indonesia kecoak makan kecoak,1,1,0
479,retweeted ikko pribumi tiru horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas,0,0,1
480,mata lu picek janji jokowi tagih susilo bambang yudhoyono mata picek blok,1,1,0
481,indonesia be ahan kuat ekonomi politik hun pilih simpan beda agama,0,0,1
482,50 freepo kuasa asing perintah jokowi a jonan menteri energi sumber daya mineral freepo ambil alih saham jonan jos,0,0,1
483,as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka imut banget,1,1,0
484,menteri agama riset guru agama islam negeri orientasi publikasi a ikel scopus jenis keluar tantang umat islam guru agama islam negeri pangkal data rujuk bangun database ulama nusantara,0,0,1
485,presiden buruk sejarah bangsa bangsa cebong,1,1,0
486,me nusantara a i nasionalisasi aset asai asing pimpin sungguh nasionalis patriotik nusantara versi proxy be uju lemah tahan nusantara nasional bangsa,0,0,1
487,foto profil pesawat bilang cinta produk asing sederhana ukur parah tingkat munafik mu langsung terjun pesawat biar ucap sesuai buat,0,0,1
488,remuk rengginang cocot ah,0,1,0
489,ku padah eh even bodoh bulak curang ompu still segal sayang eh bodoh sikpande harga,1,1,0
490,,0,0,1
491,acara mutu ulah mantan aktivis organisasi masyarakat mahasiswa gembong partai komunis indonesia musuh bebuyutan himpun mahasiswa islam,0,0,1
492,ayo pilih alin alin bawel banget omong banci jalan omong,0,1,0
493,adopsi perintah pusat,0,0,1
494,prof prof bilang dapat forum buka kacau biar prof muka agama ulama melur,0,0,1
495,biadab oknum aparat keparat,1,1,0
496,haha jancuk,0,1,0
497,untung kunti,0,0,1
498,kaisoo couple hangat bandara tanggal 1 maret kemarin kalah hunhan korea cina cina korea kau suka banget o kaisoo fact,0,0,1
499,wkwk mampus salah blok jaman jokowi ahok calon gubernur gaya intip intip anies sandi,1,0,0
500,orang asing obrol bosan tunggu transit teman,0,0,1
501,mata picek mata lihat belah,1,1,0
502,maaf twitter pe kali orang bego,0,1,0
503,kocak kalabong dungu,1,1,0
504,catat buka lupa alam pilih kepala daerah daerah khusus ibukota jaka a 2017 usung ai gerindra hasil tumbang tahan usung koalisi motor,0,0,1
505,kenal awal pribadi perempuan pilih kepala daerah bondowoso radar jember,0,0,1
506,mayoritas buddha pendeta demo googling video demo thailand biar tau,0,0,1
507,komunis main,0,0,1
508,suka kesal orang pas jadi confess gilir jomlo mana tau bicara silit,0,1,0
509,ehhhhh bandot kritik jokowi mencret darah is oke hina fitnah ambil tindak jokowi presiden pimpin negara pimpin agama salah kaprah luuuu,1,1,0
510,balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar,1,0,0
511,astagfirullah mata noda kutuk nge bokep,1,1,0
512,allah panggil orang allah mampu rindu baitullah,0,0,1
513,kontol iya hapus,1,1,0
514,obat monyet kedih,0,0,1
515,pergi bangkai,1,1,0
516,bingung toleransi bikin pikir alas katolik paus wakil kristus,0,0,1
517,tertawa kunti,0,0,1
518,amin rabi tolong indonesia alah lebiiihhhh,1,0,0
519,ustaz partai adil sejahtera yudi widiana tilap duit bahasa agama juz amp liqo felix kwetiau amp alumni 212 diam amp pura pura budek gilir bu,1,1,0
520,amin moga istikamah khawatir cibir orang anggap uji orang orang dulunya suram kafir taubat tokoh juang agama islam,0,0,1
521,video call gubernur dinas istanbul turki video call lapor pe hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole,0,0,1
522,bela pancasila daulat negara dukung lengser ancam nyata,1,0,0
523,proyek saracen ganjal lantik anies temu saracen foto tokoh ai politik,1,0,0
524,ahok kutil babi,1,1,0
525,soekarno konotasi rejim anti demokrasi ndg embel embel presiden umur hidup,0,0,1
526,hajar ganyang partai komunis indonesia,1,0,0
527,bangkai kg tidur siang,0,1,0
528,jokowi kasihan goreng pbb,1,0,0
529,amin moga jokowi presiden,0,0,1
530,meni simpang lgbt nikah hidup berkah dunia rusak zina gera stop kawin,0,0,1
531,kepala polisi republik indonesia mundur jabat,1,0,0
532,daya ekonomi pesantren ulama jawa barat dukung jokowi pilih presiden 2019 jokowi 2019,0,0,1
533,semangat kantor staf presiden depan publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja,0,0,1
534,cocot,0,1,0
535,tuju dukung presiden upaya kurang kuasa asing kurang ekspor mentah ganti kontrak rugi indonesia,0,0,1
536,kristen nusantara contoh huria kristen batak protestan huria kristen batak protestan gereja kristen jawa gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku,0,0,1
537,bentar utang susilo bambang yudhoyono njiiieng,1,0,0
538,masyarakat tionghoa pancasialis orang jawa ekspos contoh nyata kwik ekonom ustaz felix siauw,1,0,0
539,freepo diam negosiasi kalah,0,0,1
540,negara kayak tipu bocah sekolah dasar dokumen hilang huh,1,0,0
541,allah subhanahu wa taala sembah dungu biadab,1,1,0
542,ogah prabowo gatot oke,1,0,0
543,banyak baca cerdas biar cap goblok just kidding maaf balas orang intelligence quotient menge i tulis,0,0,1
544,calon gubernur jawa nomor urut 1 mempe anyak program unggul rival kait buka lapang kerja 5 juta 5 ganjar situasi ekonomi buka lapang,0,0,1
545,burik iya burik panuan kutu jamur ha rang ajar,0,1,0
546,we jancuk ajar,0,1,0
547,amin rais himbau masyarakat salah pilih pimpin,0,0,1
548,jaman negeri kamis pakai baju kotak kotak kayak seragam sekolah kristen jumat wajib pakai celana doang pakai baju koko,0,0,1
549,najis kirim pesan direct message balas bodoh doa pentas menang,1,1,0
550,cowok bacot anjing gampar,1,1,0
551,rizal ramli mayoritas masyarakat sempat jokowi klik rmol calon presiden rakyat,0,0,1
552,indonesia lawyers club boediono century ikut intens lupa kunci butuh 2019 ganti presiden,1,0,0
553,maju gubernur sengsara rawan,1,0,0
554,orang anggap munafik pura penting buat,0,0,1
555,kristen prinsip enkulturasi agama katolik indonesia kristen indonesia asing islam kental arab,0,0,1
556,copras calon presiden pikir mikirrrr pikir kowi 1 periode babak bur,1,0,0
557,tau jokowi panggung jilat jilat prabowo dasar lintah,1,1,0
558,barusan dongok dongok motor klakson be ubi2 lampu merah oi dongok berisik norak pas tengok tau teman chain menang ganti lu darah puteeeh,1,1,0
559,prabowo suka kampanye negatif kampung geli,0,1,0
560,presiden jokowi gubernur anton program selaras jalan hasan,0,0,1
561,the lie tju siswi kelas 1b katolik santo petrus 1984 istri ronaldo pardede siswa kelas 1a katolik santo petrus 1984,0,0,1
562,dengar ulama otot kriminalisasi ulama lengser jokowi,1,0,0
563,bencong bacot cewek kayak banci amen kasih duit bacot mending cakap jelek kayak suram mentioned langsung kutip twit,1,1,0
564,cina cina usir rusak kerja,1,0,0
565,ayo bangsa indonesia sih etnis cina ahok,1,0,0
566,tolong lihat bok panggil pas papas buta budek tunggu,0,0,1
567,enak banget om jawab bom susilo bambang yudhoyono debat sangka tinggal,0,0,1
568,kafir alquran situ sehat,0,0,1
569,dukung calon presiden suka atur jokowi prabowo atur menang pilih presiden 2019,1,0,0
570,hebat ahok maaf bini salam 7 surat pemberitahuan tahun ono kabur tahu malu aku ulama laku bejat,1,1,0
571,dungu islam alquran ajar amoral ansor agama islam posisi moral,1,1,0
572,owner seo tai adminnya hiring sayang 3 xd0 xd1 xc6 xd0 xbcs,0,0,1
573,oke sip otak bolot bingung,0,1,0
574,hidup prabowo anak soemitro penghianat bangsa,1,0,0
575,perek doll,1,1,0
576,pilih presiden orang tua penghianat negara,1,0,0
577,ahok bilang nista agama kayak politikus koruptor panggil urus hukum ngeles pakai sakit hati hati terus mati,1,0,0
578,tolol aji mana agama islam sp i tahu orang aji orang,1,1,0
579,new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0,0,1
580,bang kristen istri muslim strategi te entu,0,0,1
581,presiden joko widodo jokowi buka kongres 29 himpun mahasiswa katolik republik indonesia himpun mahasiswa katolik republik indonesia pesan konteks politik 2018 jaga kondisi kontestasi politik isi adu program gagas ra,0,0,1
582,cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebonger si bikin gemas,1,1,0
583,cina kafir bangsat dasar komunis,1,1,0
584,rakyat kaum bani cebong,1,1,0
